Age,AgeGroup,Gender,MaritalStatus,Education,Education_Label,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,DistanceFromHome,MonthlyIncome,IncomeGroup,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,EnvironmentSatisfaction_Label,WorkLifeBalance,WorkLifeBalance_Label,JobInvolvement,RelationshipSatisfaction,PerformanceRating,PerformanceRating_Label,Attrition,AttritionBinary,AttritionRiskScore,RiskTier,OverTimeFlag
18,18–25,Male,Married,4,Master,Medical,Sales,Sales Executive,1,Non-Travel,No,4,2730,Low,23,1,2,4,4–7 yr,2,0,17,1,4,Very High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.131,Low Risk,0
33,26–35,Male,Single,5,Doctor,Medical,Research & Development,Manufacturing Director,2,Non-Travel,Yes,8,4471,Medium,13,2,2,0,0–1 yr,0,0,5,7,4,Very High,4,Very High,4,Best,2,3,4,Outstanding,No,0,0.485,Medium Risk,1
44,36–45,Female,Married,5,Doctor,Marketing,Human Resources,Manager,3,Travel_Rarely,No,3,6453,High,12,0,3,5,4–7 yr,3,1,18,0,3,High,3,High,4,Best,3,3,3,Excellent,No,0,0.024,Low Risk,0
51,46–60,Male,Single,1,Below College,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,1,3270,Medium,14,0,2,9,8–15 yr,7,0,22,7,3,High,4,Very High,3,Better,4,3,3,Excellent,No,0,0.109,Low Risk,0
26,26–35,Male,Divorced,4,Master,Medical,Research & Development,Research Director,2,Travel_Rarely,Yes,13,2349,Low,21,2,4,0,0–1 yr,0,0,11,9,4,Very High,2,Medium,3,Better,3,4,3,Excellent,Yes,1,0.715,High Risk,1
39,36–45,Male,Married,3,Bachelor,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,Yes,3,12122,Very High,11,1,4,1,0–1 yr,0,0,14,6,3,High,3,High,3,Better,4,3,3,Excellent,No,0,0.407,Medium Risk,1
32,26–35,Male,Single,3,Bachelor,Human Resources,Research & Development,Manufacturing Director,2,Non-Travel,No,1,3580,Medium,11,2,0,0,0–1 yr,0,0,10,6,2,Medium,3,High,4,Best,3,4,4,Outstanding,Yes,1,0.679,High Risk,0
35,26–35,Female,Married,2,College,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,Yes,3,6554,High,15,3,3,5,4–7 yr,2,0,10,4,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.254,Medium Risk,1
57,46–60,Female,Divorced,3,Bachelor,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,Yes,1,8147,High,23,2,3,13,8–15 yr,5,0,22,2,4,Very High,1,Low,3,Better,3,2,3,Excellent,No,0,0.241,Low Risk,1
23,18–25,Male,Married,5,Doctor,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,5,20000,Very High,21,1,6,6,4–7 yr,4,0,17,6,3,High,4,Very High,2,Good,3,4,3,Excellent,No,0,0.194,Low Risk,1
38,36–45,Female,Married,4,Master,Life Sciences,Research & Development,Research Scientist,5,Non-Travel,No,8,4219,Medium,11,0,2,24,15+ yr,14,10,31,6,1,Low,4,Very High,2,Good,3,4,3,Excellent,No,0,0.235,Low Risk,0
39,36–45,Male,Single,3,Bachelor,Medical,Research & Development,Manufacturing Director,2,Non-Travel,No,12,6154,High,24,1,2,0,0–1 yr,0,0,9,6,1,Low,4,Very High,3,Better,2,4,3,Excellent,No,0,0.506,High Risk,0
44,36–45,Male,Divorced,1,Below College,Technical Degree,Human Resources,Human Resources,1,Travel_Rarely,No,2,2760,Low,14,1,3,13,8–15 yr,5,3,16,1,4,Very High,2,Medium,2,Good,3,2,3,Excellent,No,0,0.161,Low Risk,0
36,36–45,Male,Married,3,Bachelor,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,1,3754,Medium,18,0,2,10,8–15 yr,5,2,19,2,1,Low,3,High,4,Best,2,4,3,Excellent,No,0,0.268,Medium Risk,0
38,36–45,Male,Divorced,4,Master,Human Resources,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,1,4113,Medium,24,2,4,2,2–3 yr,1,0,9,2,3,High,4,Very High,2,Good,3,4,4,Outstanding,Yes,1,0.798,High Risk,1
32,26–35,Male,Divorced,4,Master,Medical,Sales,Manager,3,Non-Travel,No,2,3358,Medium,18,0,5,21,15+ yr,13,3,29,3,2,Medium,4,Very High,3,Better,4,4,3,Excellent,No,0,0.208,Low Risk,0
38,36–45,Female,Divorced,3,Bachelor,Medical,Human Resources,Manager,3,Non-Travel,No,1,5776,Medium,12,2,1,2,2–3 yr,1,0,14,8,2,Medium,3,High,2,Good,4,3,3,Excellent,Yes,1,0.46,Medium Risk,0
33,26–35,Male,Divorced,1,Below College,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,3,2821,Low,25,0,4,13,8–15 yr,6,3,25,9,2,Medium,4,Very High,2,Good,3,4,3,Excellent,No,0,0.332,Medium Risk,0
40,36–45,Female,Married,3,Bachelor,Technical Degree,Sales,Manager,1,Travel_Rarely,No,1,6312,High,23,1,5,12,8–15 yr,7,2,15,0,1,Low,3,High,2,Good,3,4,4,Outstanding,No,0,0.204,Low Risk,0
33,26–35,Male,Single,3,Bachelor,Life Sciences,Human Resources,Human Resources,4,Travel_Rarely,No,6,7071,High,13,2,5,8,8–15 yr,4,1,8,6,2,Medium,3,High,4,Best,3,4,3,Excellent,No,0,0.154,Low Risk,0
39,36–45,Male,Single,4,Master,Human Resources,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,3,8498,High,24,0,4,4,4–7 yr,2,1,6,6,4,Very High,3,High,3,Better,3,3,3,Excellent,No,0,0.253,Medium Risk,1
35,26–35,Female,Single,3,Bachelor,Human Resources,Research & Development,Research Scientist,1,Travel_Rarely,No,1,3113,Medium,23,1,4,0,0–1 yr,0,0,0,3,3,High,3,High,3,Better,3,4,3,Excellent,No,0,0.299,Medium Risk,0
45,36–45,Male,Single,3,Bachelor,Other,Research & Development,Research Scientist,1,Travel_Rarely,No,4,3272,Medium,13,0,0,4,4–7 yr,2,1,10,0,4,Very High,4,Very High,4,Best,3,1,3,Excellent,No,0,0.131,Low Risk,0
35,26–35,Male,Single,3,Bachelor,Medical,Research & Development,Laboratory Technician,5,Travel_Rarely,No,1,9078,High,11,2,5,2,2–3 yr,0,0,13,2,1,Low,3,High,4,Best,4,2,3,Excellent,No,0,0.314,Medium Risk,0
21,18–25,Female,Married,1,Below College,Medical,Sales,Manager,4,Non-Travel,No,9,3844,Medium,23,2,2,9,8–15 yr,4,1,9,4,4,Very High,3,High,3,Better,3,4,3,Excellent,No,0,0.117,Low Risk,0
46,46–60,Female,Single,5,Doctor,Marketing,Sales,Sales Representative,4,Travel_Rarely,Yes,3,5752,Medium,25,3,0,8,8–15 yr,7,3,18,1,4,Very High,2,Medium,3,Better,2,4,4,Outstanding,No,0,0.189,Low Risk,1
28,26–35,Female,Married,3,Bachelor,Life Sciences,Research & Development,Laboratory Technician,4,Travel_Rarely,No,1,4475,Medium,24,2,2,14,8–15 yr,5,2,17,6,1,Low,2,Medium,3,Better,3,4,3,Excellent,No,0,0.17,Low Risk,0
30,26–35,Female,Divorced,3,Bachelor,Medical,Sales,Manager,2,Travel_Rarely,Yes,3,3148,Medium,21,1,4,0,0–1 yr,0,0,12,9,4,Very High,3,High,1,Bad,3,3,3,Excellent,No,0,0.485,Medium Risk,1
31,26–35,Female,Married,3,Bachelor,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,Yes,2,2053,Low,13,0,2,9,8–15 yr,5,3,22,9,2,Medium,2,Medium,2,Good,1,3,3,Excellent,Yes,1,0.641,High Risk,1
46,46–60,Female,Divorced,4,Master,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,No,12,9601,High,18,0,4,16,15+ yr,13,10,16,6,4,Very High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.046,Low Risk,0
18,18–25,Male,Single,3,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,No,29,2788,Low,16,1,3,9,8–15 yr,4,1,21,9,2,Medium,2,Medium,1,Bad,4,2,4,Outstanding,No,0,0.441,Medium Risk,0
60,46–60,Male,Married,4,Master,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,1,10550,Very High,25,1,2,0,0–1 yr,0,0,12,4,3,High,3,High,3,Better,4,4,3,Excellent,No,0,0.143,Low Risk,0
44,36–45,Male,Single,2,College,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,9,8386,High,15,2,2,0,0–1 yr,0,0,1,9,3,High,2,Medium,3,Better,4,3,3,Excellent,No,0,0.274,Medium Risk,0
37,36–45,Male,Married,3,Bachelor,Medical,Sales,Manager,3,Travel_Frequently,No,2,3099,Medium,20,0,2,0,0–1 yr,0,0,10,5,3,High,2,Medium,2,Good,4,2,3,Excellent,No,0,0.317,Medium Risk,0
35,26–35,Female,Married,2,College,Medical,Research & Development,Research Director,2,Travel_Rarely,Yes,1,2852,Low,22,0,0,5,4–7 yr,2,1,19,0,4,Very High,3,High,3,Better,4,1,3,Excellent,No,0,0.39,Medium Risk,1
38,36–45,Female,Single,3,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,1,17681,Very High,25,1,2,5,4–7 yr,2,0,18,3,3,High,4,Very High,3,Better,3,3,3,Excellent,No,0,0.046,Low Risk,0
40,36–45,Male,Single,1,Below College,Medical,Sales,Sales Executive,1,Travel_Rarely,No,17,9436,High,19,0,1,26,15+ yr,20,1,26,3,3,High,3,High,3,Better,2,3,3,Excellent,No,0,0.063,Low Risk,0
41,36–45,Male,Married,3,Bachelor,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,3,4837,Medium,24,1,4,3,2–3 yr,0,0,15,7,4,Very High,4,Very High,3,Better,2,2,4,Outstanding,No,0,0.121,Low Risk,0
40,36–45,Female,Married,4,Master,Medical,Sales,Sales Executive,1,Travel_Rarely,No,29,4471,Medium,17,1,3,2,2–3 yr,0,0,6,1,4,Very High,2,Medium,3,Better,1,3,4,Outstanding,No,0,0.356,Medium Risk,0
36,36–45,Male,Married,4,Master,Medical,Sales,Sales Executive,1,Travel_Rarely,No,4,2868,Low,16,1,3,5,4–7 yr,3,1,11,0,4,Very High,1,Low,2,Good,3,4,3,Excellent,No,0,0.173,Low Risk,0
34,26–35,Female,Single,3,Bachelor,Medical,Research & Development,Manufacturing Director,5,Travel_Rarely,No,1,9760,High,15,0,2,10,8–15 yr,6,0,12,6,4,Very High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.017,Low Risk,0
34,26–35,Male,Married,3,Bachelor,Marketing,Research & Development,Research Director,1,Travel_Rarely,No,12,2746,Low,15,3,2,16,15+ yr,8,6,29,5,2,Medium,3,High,3,Better,3,1,3,Excellent,No,0,0.261,Medium Risk,0
34,26–35,Male,Single,1,Below College,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,20,1779,Low,20,0,3,9,8–15 yr,5,3,16,4,3,High,3,High,2,Good,3,4,3,Excellent,No,0,0.156,Low Risk,0
45,36–45,Male,Divorced,3,Bachelor,Marketing,Research & Development,Research Scientist,2,Travel_Frequently,No,13,2538,Low,19,0,3,3,2–3 yr,1,0,16,7,2,Medium,2,Medium,3,Better,2,1,3,Excellent,No,0,0.308,Medium Risk,0
40,36–45,Male,Divorced,4,Master,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10,4966,Medium,23,1,1,6,4–7 yr,3,2,20,1,4,Very High,1,Low,4,Best,2,1,3,Excellent,No,0,0.076,Low Risk,0
18,18–25,Female,Single,2,College,Medical,Research & Development,Research Director,1,Travel_Rarely,No,3,2232,Low,20,0,2,11,8–15 yr,6,0,15,1,2,Medium,3,High,3,Better,3,2,3,Excellent,No,0,0.409,Medium Risk,0
41,36–45,Female,Single,3,Bachelor,Medical,Sales,Sales Executive,3,Travel_Frequently,No,1,5702,Medium,16,0,5,4,4–7 yr,3,1,8,8,3,High,4,Very High,3,Better,2,4,3,Excellent,No,0,0.038,Low Risk,0
37,36–45,Female,Married,4,Master,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,1,3445,Medium,22,0,2,1,0–1 yr,0,0,13,0,2,Medium,2,Medium,3,Better,2,1,3,Excellent,Yes,1,0.72,High Risk,0
35,26–35,Male,Single,4,Master,Medical,Sales,Sales Executive,1,Travel_Rarely,No,4,2658,Low,21,1,0,1,0–1 yr,0,0,5,5,2,Medium,4,Very High,3,Better,3,1,3,Excellent,No,0,0.518,High Risk,0
32,26–35,Male,Divorced,2,College,Medical,Human Resources,Manager,2,Travel_Rarely,No,25,7529,High,14,2,1,0,0–1 yr,0,0,7,2,2,Medium,2,Medium,1,Bad,3,1,3,Excellent,Yes,1,0.41,Medium Risk,0
44,36–45,Female,Married,3,Bachelor,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,No,10,7786,High,14,1,4,7,4–7 yr,2,1,8,4,4,Very High,3,High,4,Best,2,4,3,Excellent,No,0,0.031,Low Risk,0
43,36–45,Female,Single,2,College,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,14,5869,Medium,22,1,4,0,0–1 yr,0,0,1,7,1,Low,1,Low,3,Better,3,4,3,Excellent,No,0,0.421,Medium Risk,0
29,26–35,Male,Single,2,College,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,2,9152,High,14,0,2,1,0–1 yr,0,0,15,6,3,High,3,High,2,Good,3,1,3,Excellent,No,0,0.19,Low Risk,0
39,36–45,Male,Divorced,4,Master,Human Resources,Human Resources,Human Resources,1,Travel_Frequently,No,9,4999,Medium,21,0,1,2,2–3 yr,1,0,15,3,4,Very High,2,Medium,3,Better,2,2,3,Excellent,No,0,0.178,Low Risk,0
28,26–35,Female,Married,4,Master,Marketing,Research & Development,Laboratory Technician,2,Non-Travel,No,15,10130,Very High,16,0,3,4,4–7 yr,3,1,15,7,4,Very High,1,Low,3,Better,3,4,3,Excellent,No,0,0.036,Low Risk,0
24,18–25,Male,Married,4,Master,Life Sciences,Research & Development,Manufacturing Director,2,Non-Travel,Yes,5,3905,Medium,11,2,2,3,2–3 yr,1,0,10,9,2,Medium,4,Very High,2,Good,3,1,4,Outstanding,No,0,0.359,Medium Risk,1
30,26–35,Male,Single,1,Below College,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,Yes,4,3171,Medium,19,0,2,6,4–7 yr,2,0,14,1,4,Very High,4,Very High,2,Good,2,1,3,Excellent,Yes,1,0.382,Medium Risk,1
42,36–45,Male,Single,4,Master,Medical,Research & Development,Healthcare Representative,2,Non-Travel,No,10,2564,Low,24,3,2,0,0–1 yr,0,0,10,6,4,Very High,4,Very High,1,Bad,4,1,3,Excellent,Yes,1,0.28,Medium Risk,0
43,36–45,Male,Married,3,Bachelor,Technical Degree,Sales,Manager,2,Travel_Rarely,No,6,3965,Medium,12,0,1,0,0–1 yr,0,0,11,4,1,Low,1,Low,3,Better,3,4,3,Excellent,No,0,0.51,High Risk,0
40,36–45,Female,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,29,7961,High,12,1,4,4,4–7 yr,2,0,13,5,4,Very High,4,Very High,1,Bad,3,4,3,Excellent,No,0,0.096,Low Risk,0
41,36–45,Female,Single,3,Bachelor,Life Sciences,Sales,Manager,3,Non-Travel,Yes,4,11296,Very High,15,3,3,2,2–3 yr,0,0,11,2,4,Very High,3,High,3,Better,4,2,3,Excellent,Yes,1,0.74,High Risk,1
40,36–45,Male,Single,1,Below College,Human Resources,Sales,Sales Executive,4,Travel_Rarely,Yes,1,11120,Very High,22,0,4,2,2–3 yr,1,0,3,9,3,High,4,Very High,2,Good,4,1,3,Excellent,No,0,0.46,Medium Risk,1
30,26–35,Male,Married,4,Master,Life Sciences,Sales,Manager,2,Travel_Rarely,No,5,2004,Low,22,1,3,0,0–1 yr,0,0,3,6,1,Low,1,Low,3,Better,2,4,3,Excellent,Yes,1,0.685,High Risk,0
39,36–45,Male,Married,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,3,Non-Travel,No,2,10136,Very High,21,0,6,13,8–15 yr,10,7,20,6,3,High,2,Medium,4,Best,3,3,3,Excellent,No,0,0.03,Low Risk,0
42,36–45,Male,Single,2,College,Other,Research & Development,Healthcare Representative,1,Non-Travel,No,6,1568,Low,14,0,6,7,4–7 yr,5,3,8,1,4,Very High,4,Very High,3,Better,4,3,3,Excellent,No,0,0.219,Low Risk,0
42,36–45,Male,Married,2,College,Medical,Sales,Sales Representative,3,Travel_Rarely,No,1,9240,High,13,0,2,0,0–1 yr,0,0,3,0,2,Medium,3,High,2,Good,2,2,3,Excellent,Yes,1,0.687,High Risk,0
45,36–45,Female,Single,2,College,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,23,3271,Medium,15,2,2,0,0–1 yr,0,0,9,9,4,Very High,4,Very High,3,Better,3,4,3,Excellent,Yes,1,0.592,High Risk,0
41,36–45,Male,Married,1,Below College,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,15,5586,Medium,17,0,4,22,15+ yr,9,7,34,1,3,High,3,High,3,Better,2,2,3,Excellent,No,0,0.275,Medium Risk,1
38,36–45,Male,Married,3,Bachelor,Life Sciences,Research & Development,Manufacturing Director,3,Non-Travel,Yes,1,3028,Medium,20,0,4,6,4–7 yr,1,0,18,7,3,High,3,High,3,Better,3,4,3,Excellent,No,0,0.424,Medium Risk,1
44,36–45,Male,Married,4,Master,Life Sciences,Research & Development,Research Director,2,Travel_Rarely,No,1,8827,High,12,3,5,3,2–3 yr,2,1,3,9,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.066,Low Risk,0
35,26–35,Male,Single,1,Below College,Human Resources,Research & Development,Manufacturing Director,4,Travel_Rarely,Yes,5,3306,Medium,23,0,3,7,4–7 yr,4,2,8,2,2,Medium,3,High,2,Good,3,1,3,Excellent,Yes,1,0.688,High Risk,1
28,26–35,Male,Single,1,Below College,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,11,3518,Medium,23,0,3,8,8–15 yr,5,1,14,3,4,Very High,4,Very High,2,Good,4,3,3,Excellent,No,0,0.174,Low Risk,0
34,26–35,Male,Single,3,Bachelor,Marketing,Sales,Manager,2,Travel_Frequently,No,1,2983,Low,16,3,2,9,8–15 yr,7,3,9,7,4,Very High,2,Medium,2,Good,3,4,3,Excellent,No,0,0.15,Low Risk,0
30,26–35,Female,Divorced,4,Master,Human Resources,Sales,Sales Representative,2,Travel_Rarely,Yes,1,2044,Low,14,0,2,3,2–3 yr,2,1,14,2,3,High,2,Medium,4,Best,4,3,4,Outstanding,Yes,1,0.658,High Risk,1
30,26–35,Male,Single,3,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,6,5152,Medium,12,0,4,3,2–3 yr,2,0,3,5,3,High,2,Medium,3,Better,3,1,3,Excellent,No,0,0.315,Medium Risk,1
34,26–35,Male,Single,3,Bachelor,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,9,12125,Very High,11,2,6,0,0–1 yr,0,0,1,1,4,Very High,3,High,3,Better,1,3,3,Excellent,Yes,1,0.62,High Risk,1
29,26–35,Female,Single,3,Bachelor,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,2,20000,Very High,18,0,0,15,8–15 yr,5,1,18,2,4,Very High,4,Very High,4,Best,3,4,3,Excellent,No,0,0.033,Low Risk,0
33,26–35,Female,Married,2,College,Human Resources,Sales,Sales Executive,3,Travel_Rarely,Yes,10,6190,High,15,0,3,5,4–7 yr,1,0,11,0,4,Very High,3,High,3,Better,2,4,4,Outstanding,No,0,0.317,Medium Risk,1
20,18–25,Male,Divorced,1,Below College,Technical Degree,Research & Development,Laboratory Technician,4,Travel_Rarely,No,24,12024,Very High,20,0,3,1,0–1 yr,0,0,4,8,3,High,3,High,2,Good,3,3,3,Excellent,No,0,0.274,Medium Risk,0
37,36–45,Female,Single,4,Master,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,No,1,8830,High,12,1,2,15,8–15 yr,8,3,19,3,4,Very High,4,Very High,2,Good,3,1,4,Outstanding,No,0,0.059,Low Risk,0
36,36–45,Male,Married,3,Bachelor,Marketing,Sales,Sales Executive,2,Travel_Rarely,No,5,6307,High,18,0,4,14,8–15 yr,7,5,17,5,4,Very High,2,Medium,4,Best,2,3,3,Excellent,No,0,0.022,Low Risk,0
29,26–35,Male,Single,3,Bachelor,Medical,Sales,Sales Representative,3,Travel_Rarely,Yes,1,4969,Medium,13,0,3,27,15+ yr,13,3,30,6,1,Low,4,Very High,4,Best,3,3,3,Excellent,No,0,0.191,Low Risk,1
41,36–45,Male,Married,4,Master,Human Resources,Research & Development,Healthcare Representative,2,Non-Travel,No,1,5418,Medium,17,0,2,12,8–15 yr,7,5,20,1,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.062,Low Risk,0
43,36–45,Female,Single,3,Bachelor,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,1,7716,High,12,0,2,36,15+ yr,14,5,40,7,3,High,1,Low,3,Better,3,3,3,Excellent,No,0,0.03,Low Risk,0
23,18–25,Female,Single,2,College,Medical,Sales,Sales Representative,2,Travel_Rarely,No,4,3680,Medium,23,1,2,1,0–1 yr,0,0,6,8,4,Very High,1,Low,2,Good,3,3,3,Excellent,Yes,1,0.586,High Risk,0
29,26–35,Male,Married,3,Bachelor,Technical Degree,Sales,Manager,5,Non-Travel,No,13,7563,High,17,0,2,11,8–15 yr,4,0,22,9,1,Low,1,Low,2,Good,1,2,3,Excellent,Yes,1,0.511,High Risk,0
29,26–35,Male,Married,2,College,Medical,Sales,Manager,3,Non-Travel,No,6,5727,Medium,25,1,1,10,8–15 yr,3,0,12,1,3,High,4,Very High,3,Better,2,3,3,Excellent,No,0,0.065,Low Risk,0
28,26–35,Female,Married,2,College,Medical,Research & Development,Healthcare Representative,5,Travel_Rarely,No,2,11886,Very High,14,1,1,1,0–1 yr,0,0,6,4,2,Medium,2,Medium,3,Better,4,3,3,Excellent,No,0,0.24,Low Risk,0
42,36–45,Male,Married,3,Bachelor,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,1,3460,Medium,20,0,3,0,0–1 yr,0,0,12,1,2,Medium,4,Very High,3,Better,3,2,3,Excellent,Yes,1,0.64,High Risk,0
34,26–35,Male,Single,4,Master,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,6,6704,High,11,0,3,23,15+ yr,19,11,29,4,3,High,3,High,3,Better,3,4,3,Excellent,No,0,0.06,Low Risk,0
33,26–35,Female,Single,5,Doctor,Life Sciences,Research & Development,Healthcare Representative,3,Non-Travel,No,1,15340,Very High,15,0,3,2,2–3 yr,0,0,8,6,4,Very High,4,Very High,1,Bad,3,3,3,Excellent,No,0,0.138,Low Risk,0
19,18–25,Female,Married,3,Bachelor,Other,Sales,Manager,2,Travel_Rarely,No,3,8795,High,22,0,4,12,8–15 yr,4,1,19,5,3,High,4,Very High,3,Better,3,2,3,Excellent,No,0,0.045,Low Risk,0
41,36–45,Female,Divorced,2,College,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5,7718,High,24,1,5,0,0–1 yr,0,0,12,3,3,High,4,Very High,4,Best,4,2,4,Outstanding,No,0,0.251,Medium Risk,0
26,26–35,Female,Divorced,2,College,Medical,Sales,Manager,2,Travel_Rarely,No,18,4975,Medium,22,1,4,0,0–1 yr,0,0,3,1,3,High,2,Medium,2,Good,3,4,3,Excellent,No,0,0.412,Medium Risk,0
36,36–45,Male,Married,4,Master,Medical,Sales,Sales Representative,1,Travel_Rarely,Yes,1,4616,Medium,23,0,2,3,2–3 yr,0,0,3,6,3,High,2,Medium,3,Better,3,1,3,Excellent,No,0,0.616,High Risk,1
38,36–45,Female,Married,3,Bachelor,Life Sciences,Sales,Manager,2,Travel_Rarely,No,8,8112,High,24,1,2,1,0–1 yr,0,0,6,9,3,High,1,Low,3,Better,2,3,3,Excellent,No,0,0.269,Medium Risk,0
46,46–60,Female,Married,3,Bachelor,Medical,Research & Development,Research Scientist,2,Travel_Rarely,Yes,1,10722,Very High,14,3,2,7,4–7 yr,6,1,14,8,1,Low,3,High,3,Better,3,3,3,Excellent,Yes,1,0.612,High Risk,1
25,18–25,Male,Married,4,Master,Marketing,Research & Development,Research Scientist,2,Non-Travel,Yes,7,1852,Low,18,0,3,5,4–7 yr,3,2,9,0,2,Medium,3,High,4,Best,4,3,4,Outstanding,Yes,1,0.637,High Risk,1
18,18–25,Male,Married,4,Master,Technical Degree,Research & Development,Research Scientist,5,Travel_Rarely,No,6,4073,Medium,11,1,4,0,0–1 yr,0,0,12,2,4,Very High,4,Very High,3,Better,4,4,3,Excellent,No,0,0.21,Low Risk,0
37,36–45,Male,Single,4,Master,Medical,Research & Development,Research Scientist,4,Travel_Rarely,No,13,13242,Very High,12,1,3,1,0–1 yr,0,0,3,6,3,High,4,Very High,3,Better,3,4,3,Excellent,No,0,0.266,Medium Risk,0
50,46–60,Male,Single,1,Below College,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,6,3423,Medium,15,0,3,2,2–3 yr,0,0,5,8,4,Very High,2,Medium,2,Good,4,4,3,Excellent,Yes,1,0.621,High Risk,0
45,36–45,Female,Single,4,Master,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,3,3512,Medium,20,2,3,1,0–1 yr,0,0,8,4,3,High,4,Very High,3,Better,2,3,3,Excellent,No,0,0.215,Low Risk,0
37,36–45,Female,Married,4,Master,Other,Sales,Sales Executive,2,Travel_Rarely,Yes,2,2625,Low,20,3,3,9,8–15 yr,6,3,14,6,1,Low,2,Medium,3,Better,3,3,3,Excellent,No,0,0.435,Medium Risk,1
32,26–35,Male,Married,2,College,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,No,1,3723,Medium,22,0,6,3,2–3 yr,2,0,15,9,4,Very High,1,Low,2,Good,3,2,3,Excellent,No,0,0.138,Low Risk,0
42,36–45,Male,Divorced,3,Bachelor,Marketing,Sales,Sales Executive,3,Travel_Rarely,Yes,6,2924,Low,23,2,4,0,0–1 yr,0,0,14,6,1,Low,4,Very High,4,Best,3,3,3,Excellent,Yes,1,0.728,High Risk,1
28,26–35,Female,Divorced,3,Bachelor,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,17,13982,Very High,12,0,4,3,2–3 yr,2,0,15,3,4,Very High,4,Very High,3,Better,2,1,3,Excellent,No,0,0.068,Low Risk,0
39,36–45,Male,Divorced,5,Doctor,Human Resources,Sales,Manager,2,Travel_Rarely,No,5,4859,Medium,21,0,3,0,0–1 yr,0,0,4,4,2,Medium,1,Low,3,Better,4,4,3,Excellent,Yes,1,0.717,High Risk,0
